*Bovine respirovirus 3*,*Paramyxoviridae*,*Respirovirus*,Cetartiodactyla,False,False,"Babayan SA, Orton RJ, Streicker DG (2018). Predicting Reservoir Hosts and Arthropod Vectors from Evolutionary Signatures in RNA Virus Genomes. _Science_, *362*(6414), 577-580. ISSN 0036-8075, doi: 10.1126/science.aap9072.",
*Bovine torovirus*,*Tobaniviridae*,*Torovirus*,Cetartiodactyla,False,False,"Babayan SA, Orton RJ, Streicker DG (2018). Predicting Reservoir Hosts and Arthropod Vectors from Evolutionary Signatures in RNA Virus Genomes. _Science_, *362*(6414), 577-580. ISSN 0036-8075, doi: 10.1126/science.aap9072.",
*Pestivirus A*,*Flaviviridae*,*Pestivirus*,Cetartiodactyla,False,True,"Babayan SA, Orton RJ, Streicker DG (2018). Predicting Reservoir Hosts and Arthropod Vectors from Evolutionary Signatures in RNA Virus Genomes. _Science_, *362*(6414), 577-580. ISSN 0036-8075, doi: 10.1126/science.aap9072.",
*Pestivirus B*,*Flaviviridae*,*Pestivirus*,Cetartiodactyla,False,False,"Babayan SA, Orton RJ, Streicker DG (2018). Predicting Reservoir Hosts and Arthropod Vectors from Evolutionary Signatures in RNA Virus Genomes. _Science_, *362*(6414), 577-580. ISSN 0036-8075, doi: 10.1126/science.aap9072.",
*Pestivirus H*,*Flaviviridae*,*Pestivirus*,Cetartiodactyla,False,False,"Babayan SA, Orton RJ, Streicker DG (2018). Predicting Reservoir Hosts and Arthropod Vectors from Evolutionary Signatures in RNA Virus Genomes. _Science_, *362*(6414), 577-580. ISSN 0036-8075, doi: 10.1126/science.aap9072.",
*Bubaline alphaherpesvirus 1*,*Herpesviridae*,*Varicellovirus*,Cetartiodactyla,False,False,"Caruso C, Prato R, Ingravalle F, Vecchio D, Sciarra A, Ternavasio M, Ceccarelli L, Martucciello A, Galiero G, De Carlo E, Masoero L (2016). Prevalence of Antibodies against Bubaline Herpesvirus (BuHV-1) among Mediterranean Water Buffalo (Bubalus Bubalis) with Implications in Buffalo Trade. _Veterinary Quarterly_, *36*(4), 184-188. ISSN 18755941, doi: 10.1080/01652176.2016.1205236.",
*Bukalasa bat virus*,*Flaviviridae*,*Flavivirus*,Chiroptera,False,False,"Blitvich BJ, Firth AE (2017). A Review of Flaviviruses That Have No Known Arthropod Vector. _Viruses_, *9*(6), 1-25. ISSN 19994915, doi: 10.3390/v9060154.","Blitvich BJ, Firth AE (2017). A Review of Flaviviruses That Have No Known Arthropod Vector. _Viruses_, *9*(6), 1-25. ISSN 19994915, doi: 10.3390/v9060154."
*California encephalitis orthobunyavirus*,*Peribunyaviridae*,*Orthobunyavirus*,Rodentia,True,True,"Babayan SA, Orton RJ, Streicker DG (2018). Predicting Reservoir Hosts and Arthropod Vectors from Evolutionary Signatures in RNA Virus Genomes. _Science_, *362*(6414), 577-580. ISSN 0036-8075, doi: 10.1126/science.aap9072.","Babayan SA, Orton RJ, Streicker DG (2018). Predicting Reservoir Hosts and Arthropod Vectors from Evolutionary Signatures in RNA Virus Genomes. _Science_, *362*(6414), 577-580. ISSN 0036-8075, doi: 10.1126/science.aap9072."
*Callitrichine gammaherpesvirus 3*,*Herpesviridae*,*Lymphocryptovirus*,Primates,False,False,"Davison AJ, Eberle R, Ehlers B, Hayward GS, McGeoch DJ, Minson AC, Pellett PE, Roizman B, Studdert MJ, Thiry E (2009). The Order Herpesvirales. _Archives of Virology_, *154*(1), 171-177. ISSN 03048608, doi: 10.1007/s00705-008-0278-4.

Cho Y, Ramer J, Rivailler P, Quink C, Garber RL, Beier DR, Wang F (2001). An Epstein-Barr-Related Herpesvirus from Marmoset Lymphomas. _Proceedings of the National Academy of Sciences of the United States of America_, *98*(3), 1224-9. ISSN 0027-8424, doi: 10.1073/pnas.98.3.1224.",
*Camelpox virus*,*Poxviridae*,*Orthopoxvirus*,Cetartiodactyla,False,False,"Knipe DM, Howley P (eds.) (2013). _Fields Virology_, Sixth edition. Lippincott Williams \& Wilkins, Philadelphia.",
*Canid alphaherpesvirus 1*,*Herpesviridae*,*Varicellovirus*,Carnivora,False,False,"Krogenæs A, Rootwelt V, Larsen S, Sjøberg EK, Akselsen B, Skår TM, Myhre SS, Renström LHM, Klingeborn B, Lund A (2012). A Serologic Study of Canine Herpes Virus-1 Infection in the Norwegian Adult Dog Population. _Theriogenology_, *78*(1), 153-158. ISSN 0093691X, doi: 10.1016/j.theriogenology.2012.01.031.

Gaskell R, Willoughby K (1999). Herpesviruses of Carnivores. _Veterinary Microbiology_, *69*(1-2), 73-88. ISSN 03781135, doi: 10.1016/S0378-1135(99)00092-9.",
*Canine mastadenovirus A*,*Adenoviridae*,*Mastadenovirus*,Carnivora,False,False,,
*Canine morbillivirus*,*Paramyxoviridae*,*Morbillivirus*,Carnivora,False,True,"Babayan SA, Orton RJ, Streicker DG (2018). Predicting Reservoir Hosts and Arthropod Vectors from Evolutionary Signatures in RNA Virus Genomes. _Science_, *362*(6414), 577-580. ISSN 0036-8075, doi: 10.1126/science.aap9072.",
*Cano Delgadito orthohantavirus*,*Hantaviridae*,*Orthohantavirus*,Rodentia,False,False,"Fulhorst CF, Milazzo ML, Duno G, Salas RA (2002). Experimental Infection of the Sigmodon Alstoni Cotton Rat with Caño Delgadito Virus, a South American Hantavirus. _American Journal of Tropical Medicine and Hygiene_, *67*(1), 107-111. ISSN 00029637, doi: 10.4269/ajtmh.2002.67.107.",
*Caprine alphaherpesvirus 1*,*Herpesviridae*,*Varicellovirus*,Cetartiodactyla,False,False,"Davison AJ, Eberle R, Ehlers B, Hayward GS, McGeoch DJ, Minson AC, Pellett PE, Roizman B, Studdert MJ, Thiry E (2009). The Order Herpesvirales. _Archives of Virology_, *154*(1), 171-177. ISSN 03048608, doi: 10.1007/s00705-008-0278-4.",
*Caprine arthritis encephalitis virus*,*Retroviridae*,*Lentivirus*,Cetartiodactyla,False,False,"Knipe DM, Howley P (eds.) (2013). _Fields Virology_, Sixth edition. Lippincott Williams \& Wilkins, Philadelphia.",
*Caraparu orthobunyavirus*,*Peribunyaviridae*,*Orthobunyavirus*,Primates,True,True,"Oliveira DB, Luiz APMF, Fagundes A, Pinto CA, Bonjardim CA, Trindade GS, Kroon EG, Abrahão JS, Ferreira PC (2016). Evidence of Apeu Virus Infection in Wild Monkeys, Brazilian Amazon. _American Journal of Tropical Medicine and Hygiene_, *94*(3), 494-496. ISSN 00029637, doi: 10.4269/ajtmh.14-0688.","Knipe DM, Howley P (eds.) (2013). _Fields Virology_, Sixth edition. Lippincott Williams \& Wilkins, Philadelphia."
*Cardiovirus A*,*Picornaviridae*,*Cardiovirus*,Rodentia,False,True,"Knipe DM, Howley P (eds.) (2013). _Fields Virology_, Sixth edition. Lippincott Williams \& Wilkins, Philadelphia.

Carocci M, Bakkali-Kassimi L (2012). The Encephalomyocarditis Virus. _Virulence_, *3*(4), 351-367. ISSN 21505608, doi: 10.4161/viru.20573.",
*Cardiovirus B*,*Picornaviridae*,*Cardiovirus*,Rodentia,False,True,"Lipton HL, Manoj Kumar AS, Hertzler S (2007). Cardioviruses: Encephalomyocarditis Virus and Theiler's Murine Encephalomyelitis Virus. In Fox JG, Davisson MT, Quimby FW, Barthold SW, Newcomer CE, Smith AL (eds.), _The Mouse in Biomedical Research_, volume 2, Second edition, 311-323. Academic Press. ISBN 978-0-12-369454-6, doi: 10.1016/B978-012369454-6/50040-6.",
*Carey Island virus*,*Flaviviridae*,*Flavivirus*,Chiroptera,False,False,"Blitvich BJ, Firth AE (2017). A Review of Flaviviruses That Have No Known Arthropod Vector. _Viruses_, *9*(6), 1-25. ISSN 19994915, doi: 10.3390/v9060154.",
*Carnivore amdoparvovirus 1*,*Parvoviridae*,*Amdoparvovirus*,Carnivora,False,False,"Knipe DM, Howley P (eds.) (2013). _Fields Virology_, Sixth edition. Lippincott Williams \& Wilkins, Philadelphia.",
*Carnivore bocaparvovirus 1*,*Parvoviridae*,*Bocaparvovirus*,Carnivora,False,False,"Carmichael LE, Schlafer DH, Hashimoto A (1994). Minute Virus of Canines (MVC, Canine Parvovirus Type-1): Pathogenicity for Pups and Seroprevalence Estimate. _Journal of Veterinary Diagnostic Investigation_, *6*(2), 165-174. ISSN 1040-6387, doi: 10.1177/104063879400600206.",
*Carnivore protoparvovirus 1*,*Parvoviridae*,*Protoparvovirus*,Carnivora,False,False,"Knipe DM, Howley P (eds.) (2013). _Fields Virology_, Sixth edition. Lippincott Williams \& Wilkins, Philadelphia.",
*Caviid betaherpesvirus 2*,*Herpesviridae*,,Rodentia,False,False,"Hsiung GD, Bia FJ, Fong CK (1980). Viruses of Guinea Pigs: Considerations for Biomedical Research. _Microbiological Reviews_, *44*(3), 468-490. ISSN 0146-0749.",
*Cedar henipavirus*,*Paramyxoviridae*,*Henipavirus*,Chiroptera,False,False,"Babayan SA, Orton RJ, Streicker DG (2018). Predicting Reservoir Hosts and Arthropod Vectors from Evolutionary Signatures in RNA Virus Genomes. _Science_, *362*(6414), 577-580. ISSN 0036-8075, doi: 10.1126/science.aap9072.",
*Cercopithecine alphaherpesvirus 2*,*Herpesviridae*,*Simplexvirus*,Primates,False,False,"Davison AJ, Eberle R, Ehlers B, Hayward GS, McGeoch DJ, Minson AC, Pellett PE, Roizman B, Studdert MJ, Thiry E (2009). The Order Herpesvirales. _Archives of Virology_, *154*(1), 171-177. ISSN 03048608, doi: 10.1007/s00705-008-0278-4.

Borchers K, Ludwig H (1991). Simian Agent 8-A Herpes Simplex-like Monkey Virus. _Comparative Immunology, Microbiology and Infectious Diseases_, *14*(2), 125-132. ISSN 01479571, doi: 10.1016/0147-9571(91)90126-X.",
*Cercopithecine alphaherpesvirus 9*,*Herpesviridae*,*Varicellovirus*,Primates,False,False,"Knipe DM, Howley P (eds.) (2013). _Fields Virology_, Sixth edition. Lippincott Williams \& Wilkins, Philadelphia.

Mahalingam R, Gilden D (2007). Simian Varicella Virus. In Arvin A, Campadelli-Fiume G, Mocarski E, Moore PS, Roizman B, Whitley R, Yamanishi K (eds.), _Human Herpesviruses: Biology, Therapy, and Immunoprophylaxis_. Cambridge University Press, Cambridge. ISBN 978-0-521-82714-0.",
*Cercopithecine betaherpesvirus 5*,*Herpesviridae*,*Cytomegalovirus*,Primates,False,False,"Davison AJ, Eberle R, Ehlers B, Hayward GS, McGeoch DJ, Minson AC, Pellett PE, Roizman B, Studdert MJ, Thiry E (2009). The Order Herpesvirales. _Archives of Virology_, *154*(1), 171-177. ISSN 03048608, doi: 10.1007/s00705-008-0278-4.

Black PH, Hartley JW, Rowe WP (1963). Isolation of a Cytomegalovirus from African Green Monkey. _Proceedings of the Society for Experimental Biology and Medicine_, *112*, 601-605. ISSN 0037-9727, doi: 10.3181/00379727-112-28115.",
*Cervid alphaherpesvirus 1*,*Herpesviridae*,*Varicellovirus*,Cetartiodactyla,False,False,"Thiry J, Dams L, Muylkens B, Thiry E (2011). Isolation of Cervid Herpesvirus 1 from the Genital Tract of a Farmed Red Deer in Northern France. _Veterinary Journal_, *187*(2), 282-283. ISSN 10900233, doi: 10.1016/j.tvjl.2009.11.021.",
*Cervid alphaherpesvirus 2*,*Herpesviridae*,*Varicellovirus*,Cetartiodactyla,False,False,"das Neves CG, Roth S, Rimstad E, Thiry E, Tryland M (2010). Cervid Herpesvirus 2 Infection in Reindeer: A Review. _Veterinary Microbiology_, *143*(1), 70-80. ISSN 03781135, doi: 10.1016/j.vetmic.2010.02.015.",
*Cetacean morbillivirus*,*Paramyxoviridae*,*Morbillivirus*,Cetartiodactyla,False,False,"Babayan SA, Orton RJ, Streicker DG (2018). Predicting Reservoir Hosts and Arthropod Vectors from Evolutionary Signatures in RNA Virus Genomes. _Science_, *362*(6414), 577-580. ISSN 0036-8075, doi: 10.1126/science.aap9072.",
*Chapare mammarenavirus*,*Arenaviridae*,*Mammarenavirus*,Rodentia,False,True,"Babayan SA, Orton RJ, Streicker DG (2018). Predicting Reservoir Hosts and Arthropod Vectors from Evolutionary Signatures in RNA Virus Genomes. _Science_, *362*(6414), 577-580. ISSN 0036-8075, doi: 10.1126/science.aap9072.",
*Chikungunya virus*,*Togaviridae*,*Alphavirus*,Primates,True,True,"Knipe DM, Howley P (eds.) (2013). _Fields Virology_, Sixth edition. Lippincott Williams \& Wilkins, Philadelphia.","Babayan SA, Orton RJ, Streicker DG (2018). Predicting Reservoir Hosts and Arthropod Vectors from Evolutionary Signatures in RNA Virus Genomes. _Science_, *362*(6414), 577-580. ISSN 0036-8075, doi: 10.1126/science.aap9072."
*Choclo orthohantavirus*,*Hantaviridae*,*Orthohantavirus*,Rodentia,False,True,"Vincent MJ, Quiroz E, Gracia F, Sanchez AJ, Ksiazek TG, Kitsutani PT, Ruedas LA, Tinnin DS, Caceres L, Garcia A, Rollin PE, Mills JN, Peters CJ, Nichol ST (2000). Hantavirus Pulmonary Syndrome in Panama: Identification of Novel Hantaviruses and Their Likely Reservoirs. _Virology_, *277*(1), 14-19. ISSN 00426822, doi: 10.1006/viro.2000.0563.",
*Pestivirus C*,*Flaviviridae*,*Pestivirus*,Cetartiodactyla,False,False,"Babayan SA, Orton RJ, Streicker DG (2018). Predicting Reservoir Hosts and Arthropod Vectors from Evolutionary Signatures in RNA Virus Genomes. _Science_, *362*(6414), 577-580. ISSN 0036-8075, doi: 10.1126/science.aap9072.",
*Coastal Plains tibrovirus*,*Rhabdoviridae*,*Tibrovirus*,Cetartiodactyla,True,False,"Babayan SA, Orton RJ, Streicker DG (2018). Predicting Reservoir Hosts and Arthropod Vectors from Evolutionary Signatures in RNA Virus Genomes. _Science_, *362*(6414), 577-580. ISSN 0036-8075, doi: 10.1126/science.aap9072.","Babayan SA, Orton RJ, Streicker DG (2018). Predicting Reservoir Hosts and Arthropod Vectors from Evolutionary Signatures in RNA Virus Genomes. _Science_, *362*(6414), 577-580. ISSN 0036-8075, doi: 10.1126/science.aap9072."
*Colorado tick fever virus*,*Reoviridae*,*Coltivirus*,Rodentia,True,True,"Emmons RW (1988). Ecology of Colorado Tick Fever. _Annual Review of Microbiology_, 49-64. doi: 10.1146/annurev.mi.42.100188.000405.","Vasilakis N, Gubler DJ (eds.) (2016). _Arboviruses: Molecular Biology, Evolution and Control_. Caister Academic Press, Norfolk. ISBN 978-1-910190-22-7."
*Coronavirus HKU15*,*Coronaviridae*,*Deltacoronavirus*,Cetartiodactyla,False,False,"Babayan SA, Orton RJ, Streicker DG (2018). Predicting Reservoir Hosts and Arthropod Vectors from Evolutionary Signatures in RNA Virus Genomes. _Science_, *362*(6414), 577-580. ISSN 0036-8075, doi: 10.1126/science.aap9072.",
*Cowbone Ridge virus*,*Flaviviridae*,*Flavivirus*,Rodentia,False,False,"Blitvich BJ, Firth AE (2017). A Review of Flaviviruses That Have No Known Arthropod Vector. _Viruses_, *9*(6), 1-25. ISSN 19994915, doi: 10.3390/v9060154.",
*Cowpox virus*,*Poxviridae*,*Orthopoxvirus*,Rodentia,False,True,"Essbauer S, Pfeffer M, Meyer H (2010). Zoonotic Poxviruses. _Veterinary Microbiology_, *140*(3-4), 229-236. ISSN 03781135, doi: 10.1016/j.vetmic.2009.08.026.",
*Cupixi mammarenavirus*,*Arenaviridae*,*Mammarenavirus*,Rodentia,False,False,"Babayan SA, Orton RJ, Streicker DG (2018). Predicting Reservoir Hosts and Arthropod Vectors from Evolutionary Signatures in RNA Virus Genomes. _Science_, *362*(6414), 577-580. ISSN 0036-8075, doi: 10.1126/science.aap9072.",
*Dakar bat virus*,*Flaviviridae*,*Flavivirus*,Chiroptera,False,False,"Blitvich BJ, Firth AE (2017). A Review of Flaviviruses That Have No Known Arthropod Vector. _Viruses_, *9*(6), 1-25. ISSN 19994915, doi: 10.3390/v9060154.","Blitvich BJ, Firth AE (2017). A Review of Flaviviruses That Have No Known Arthropod Vector. _Viruses_, *9*(6), 1-25. ISSN 19994915, doi: 10.3390/v9060154."
*Deltapapillomavirus 1*,*Papillomaviridae*,*Deltapapillomavirus*,Cetartiodactyla,False,False,"Knipe DM, Howley P (eds.) (2013). _Fields Virology_, Sixth edition. Lippincott Williams \& Wilkins, Philadelphia.

Bernard HU, Burk RD, Chen Z, van Doorslaer K, zur Hausen H, de Villiers EM (2010). Classification of Papillomaviruses (PVs) Based on 189 PV Types and Proposal of Taxonomic Amendments. _Virology_, *401*(1), 70-79. ISSN 00426822, doi: 10.1016/j.virol.2010.02.002.",
*Deltapapillomavirus 2*,*Papillomaviridae*,*Deltapapillomavirus*,Cetartiodactyla,False,False,"Knipe DM, Howley P (eds.) (2013). _Fields Virology_, Sixth edition. Lippincott Williams \& Wilkins, Philadelphia.

Bernard HU, Burk RD, Chen Z, van Doorslaer K, zur Hausen H, de Villiers EM (2010). Classification of Papillomaviruses (PVs) Based on 189 PV Types and Proposal of Taxonomic Amendments. _Virology_, *401*(1), 70-79. ISSN 00426822, doi: 10.1016/j.virol.2010.02.002.",
*Deltapapillomavirus 3*,*Papillomaviridae*,*Deltapapillomavirus*,Cetartiodactyla,False,False,"Knipe DM, Howley P (eds.) (2013). _Fields Virology_, Sixth edition. Lippincott Williams \& Wilkins, Philadelphia.

Bernard HU, Burk RD, Chen Z, van Doorslaer K, zur Hausen H, de Villiers EM (2010). Classification of Papillomaviruses (PVs) Based on 189 PV Types and Proposal of Taxonomic Amendments. _Virology_, *401*(1), 70-79. ISSN 00426822, doi: 10.1016/j.virol.2010.02.002.",
*Deltapapillomavirus 4*,*Papillomaviridae*,*Deltapapillomavirus*,Cetartiodactyla,False,False,"Knipe DM, Howley P (eds.) (2013). _Fields Virology_, Sixth edition. Lippincott Williams \& Wilkins, Philadelphia.

Bernard HU, Burk RD, Chen Z, van Doorslaer K, zur Hausen H, de Villiers EM (2010). Classification of Papillomaviruses (PVs) Based on 189 PV Types and Proposal of Taxonomic Amendments. _Virology_, *401*(1), 70-79. ISSN 00426822, doi: 10.1016/j.virol.2010.02.002.",
*Dengue virus*,*Flaviviridae*,*Flavivirus*,Primates,True,True,"Knipe DM, Howley P (eds.) (2013). _Fields Virology_, Sixth edition. Lippincott Williams \& Wilkins, Philadelphia.","Babayan SA, Orton RJ, Streicker DG (2018). Predicting Reservoir Hosts and Arthropod Vectors from Evolutionary Signatures in RNA Virus Genomes. _Science_, *362*(6414), 577-580. ISSN 0036-8075, doi: 10.1126/science.aap9072."
*Dobrava-Belgrade orthohantavirus*,*Hantaviridae*,*Orthohantavirus*,Rodentia,False,True,"Babayan SA, Orton RJ, Streicker DG (2018). Predicting Reservoir Hosts and Arthropod Vectors from Evolutionary Signatures in RNA Virus Genomes. _Science_, *362*(6414), 577-580. ISSN 0036-8075, doi: 10.1126/science.aap9072.",
*Dugbe orthonairovirus*,*Nairoviridae*,*Orthonairovirus*,Cetartiodactyla,True,True,"Babayan SA, Orton RJ, Streicker DG (2018). Predicting Reservoir Hosts and Arthropod Vectors from Evolutionary Signatures in RNA Virus Genomes. _Science_, *362*(6414), 577-580. ISSN 0036-8075, doi: 10.1126/science.aap9072.","Babayan SA, Orton RJ, Streicker DG (2018). Predicting Reservoir Hosts and Arthropod Vectors from Evolutionary Signatures in RNA Virus Genomes. _Science_, *362*(6414), 577-580. ISSN 0036-8075, doi: 10.1126/science.aap9072."
*Duvenhage lyssavirus*,*Rhabdoviridae*,*Lyssavirus*,Chiroptera,False,True,"Babayan SA, Orton RJ, Streicker DG (2018). Predicting Reservoir Hosts and Arthropod Vectors from Evolutionary Signatures in RNA Virus Genomes. _Science_, *362*(6414), 577-580. ISSN 0036-8075, doi: 10.1126/science.aap9072.",
*Eastern equine encephalitis virus*,*Togaviridae*,*Alphavirus*,Passeriformes,True,True,"Arrigo NC, Adams AP, Watts DM, Newman PC, Weaver SC (2010). Cotton Rats and House Sparrows as Hosts for North and South American Strains of Eastern Equine Encephalitis Virus. _Emerging Infectious Diseases_, *16*(9), 1373-1380. ISSN 1080-6040, 1080-6059, doi: 10.3201/eid1609.100459.","Babayan SA, Orton RJ, Streicker DG (2018). Predicting Reservoir Hosts and Arthropod Vectors from Evolutionary Signatures in RNA Virus Genomes. _Science_, *362*(6414), 577-580. ISSN 0036-8075, doi: 10.1126/science.aap9072."
*Ectromelia virus*,*Poxviridae*,*Orthopoxvirus*,Rodentia,False,False,"Esteban DJ, Buller RML (2005). Ectromelia Virus: The Causative Agent of Mousepox. _Journal of General Virology_, *86*(10), 2645-2659. ISSN 00221317, doi: 10.1099/vir.0.81090-0.",
*El Moro Canyon orthohantavirus*,*Hantaviridae*,*Orthohantavirus*,Rodentia,False,False,"Shapshak P, Sinnott JT, Somboonwit C, Kuhn JH (eds.) (2015). _Global Virology I: Identifying and Investigating Viral Diseases_. Springer, New York. ISBN 978-1-4939-2410-3, doi: 10.1007/978-1-4939-2410-3.",
*Entebbe bat virus*,*Flaviviridae*,*Flavivirus*,Chiroptera,False,False,"Babayan SA, Orton RJ, Streicker DG (2018). Predicting Reservoir Hosts and Arthropod Vectors from Evolutionary Signatures in RNA Virus Genomes. _Science_, *362*(6414), 577-580. ISSN 0036-8075, doi: 10.1126/science.aap9072.","Babayan SA, Orton RJ, Streicker DG (2018). Predicting Reservoir Hosts and Arthropod Vectors from Evolutionary Signatures in RNA Virus Genomes. _Science_, *362*(6414), 577-580. ISSN 0036-8075, doi: 10.1126/science.aap9072."
*Enterovirus A*,*Picornaviridae*,*Enterovirus*,Primates,False,True,"Wachtman L, Mansfield K (2012). _Viral Diseases of Nonhuman Primates_, Second edition. Elsevier. ISBN 978-0-12-381366-4, doi: 10.1016/B978-0-12-381366-4.00001-8.",
*Enterovirus B*,*Picornaviridae*,*Enterovirus*,Primates,False,True,"Wachtman L, Mansfield K (2012). _Viral Diseases of Nonhuman Primates_, Second edition. Elsevier. ISBN 978-0-12-381366-4, doi: 10.1016/B978-0-12-381366-4.00001-8.",
*Enterovirus E*,*Picornaviridae*,*Enterovirus*,Cetartiodactyla,False,False,"Zhu L, Xing Z, Gai X, Li S, San Z, Wang X (2014). Identification of a Novel Enterovirus e Isolates HY12 from Cattle with Severe Respiratory and Enteric Diseases. _PLoS ONE_, *9*(5). ISSN 19326203, doi: 10.1371/journal.pone.0097730.",
*Enterovirus G*,*Picornaviridae*,*Enterovirus*,Cetartiodactyla,False,False,"Knowles N, Picornaviridae Study Group (2012). ICTV Proposal 2011.018a,bV. International Committee on Taxonomy of Viruses.",
*Enterovirus H*,*Picornaviridae*,*Enterovirus*,Primates,False,False,"Oberste MS, Maher K, Pallansch MA (2007). Complete Genome Sequences for Nine Simian Enteroviruses. _Journal of General Virology_, *88*, 3360-3372. doi: 10.1099/vir.0.83124-0.",
*Enterovirus I*,*Picornaviridae*,*Enterovirus*,Cetartiodactyla,False,False,"Babayan SA, Orton RJ, Streicker DG (2018). Predicting Reservoir Hosts and Arthropod Vectors from Evolutionary Signatures in RNA Virus Genomes. _Science_, *362*(6414), 577-580. ISSN 0036-8075, doi: 10.1126/science.aap9072.",
*Epizootic hemorrhagic disease virus*,*Reoviridae*,*Orbivirus*,Cetartiodactyla,True,False,"Shapshak P, Sinnott JT, Somboonwit C, Kuhn JH (eds.) (2015). _Global Virology I: Identifying and Investigating Viral Diseases_. Springer, New York. ISBN 978-1-4939-2410-3, doi: 10.1007/978-1-4939-2410-3.","Shapshak P, Sinnott JT, Somboonwit C, Kuhn JH (eds.) (2015). _Global Virology I: Identifying and Investigating Viral Diseases_. Springer, New York. ISBN 978-1-4939-2410-3, doi: 10.1007/978-1-4939-2410-3."
*Epsilonpapillomavirus 1*,*Papillomaviridae*,*Epsilonpapillomavirus*,Cetartiodactyla,False,False,"Knipe DM, Howley P (eds.) (2013). _Fields Virology_, Sixth edition. Lippincott Williams \& Wilkins, Philadelphia.

Bernard HU, Burk RD, Chen Z, van Doorslaer K, zur Hausen H, de Villiers EM (2010). Classification of Papillomaviruses (PVs) Based on 189 PV Types and Proposal of Taxonomic Amendments. _Virology_, *401*(1), 70-79. ISSN 00426822, doi: 10.1016/j.virol.2010.02.002.",
*Equid alphaherpesvirus 1*,*Herpesviridae*,*Varicellovirus*,Perissodactyla,False,False,"Crabb BS, Studdert MJ (1995). Equine Herpesviruses 4 (Equine Rhinopneumonitis Virus) and 1 (Equine Abortion Virus). _Advances in Virus Research_, *45*, 153-190.",
*Equid alphaherpesvirus 3*,*Herpesviridae*,*Varicellovirus*,Perissodactyla,False,False,"Barrandeguy M, Vissani A, Lezica FP, Salamone J, Heguy A, Becerra L, Olguin Perglione C, Thiry E (2010). Subclinical Infection and Periodic Shedding of Equid Herpesvirus 3. _Theriogenology_, *74*(4), 576-580. ISSN 0093691X, doi: 10.1016/j.theriogenology.2010.03.014.",
*Equid alphaherpesvirus 4*,*Herpesviridae*,*Varicellovirus*,Perissodactyla,False,False,"Crabb BS, Studdert MJ (1995). Equine Herpesviruses 4 (Equine Rhinopneumonitis Virus) and 1 (Equine Abortion Virus). _Advances in Virus Research_, *45*, 153-190.",
*Equid alphaherpesvirus 8*,*Herpesviridae*,*Varicellovirus*,Perissodactyla,False,False,"Garvey M, Suárez NM, Kerr K, Hector R, Moloney-Quinn L, Arkins S, Davison AJ, Cullinane A (2018). Equid Herpesvirus 8: Complete Genome Sequence and Association with Abortion in Mares. _PLoS ONE_, *13*(2), 1-17. ISSN 19326203, doi: 10.1371/journal.pone.0192301.",
*Equid alphaherpesvirus 9*,*Herpesviridae*,*Varicellovirus*,Perissodactyla,False,False,"Borchers K, Lieckfeldt D, Ludwig A, Fukushi H, Allen G, Fyumagwa R, Hoare R (2008). Detection of Equid Herpesvirus 9 DNA in the Trigeminal Ganglia of a Burchell's Zebra from the Serengeti Ecosystem. _Journal of Veterinary Medical Science_, *70*(12), 1377-1381. ISSN 0916-7250, doi: 10.1292/jvms.70.1377.",
*Equid gammaherpesvirus 2*,*Herpesviridae*,*Percavirus*,Perissodactyla,False,False,"Fortier G, van Erck E, Pronost S, Lekeux P, Thiry E (2010). Equine Gammaherpesviruses: Pathogenesis, Epidemiology and Diagnosis. _Veterinary Journal_, *186*(2), 148-156. ISSN 10900233, doi: 10.1016/j.tvjl.2009.08.017.",
*Equid gammaherpesvirus 5*,*Herpesviridae*,*Percavirus*,Perissodactyla,False,False,"Fortier G, van Erck E, Pronost S, Lekeux P, Thiry E (2010). Equine Gammaherpesviruses: Pathogenesis, Epidemiology and Diagnosis. _Veterinary Journal_, *186*(2), 148-156. ISSN 10900233, doi: 10.1016/j.tvjl.2009.08.017.",
*Equid gammaherpesvirus 7*,*Herpesviridae*,,Perissodactyla,False,False,"Marenzoni M, Stefanetti V, Danzetta ML, Timoney PJ (2015). Gammaherpesvirus Infections in Equids: A Review. _Veterinary Medicine: Research and Reports_, 91. ISSN 2230-2034, doi: 10.2147/VMRR.S39473.",
*Alphaarterivirus equid*,*Arteriviridae*,*Alphaarterivirus*,Perissodactyla,False,False,"Knipe DM, Howley P (eds.) (2013). _Fields Virology_, Sixth edition. Lippincott Williams \& Wilkins, Philadelphia.",
*Equine encephalosis virus*,*Reoviridae*,*Orbivirus*,Perissodactyla,True,False,"Oura CA, Batten CA, Ivens PA, Balcha M, Alhassan A, Gizaw D, Elharrak M, Jallow DB, Sahle M, Maan N, Mertens PC, Maan S (2012). Equine Encephalosis Virus: Evidence for Circulation beyond Southern Africa. _Epidemiology and Infection_, *140*(11), 1982-1986. ISSN 09502688, doi: 10.1017/S0950268811002688.","Oura CA, Batten CA, Ivens PA, Balcha M, Alhassan A, Gizaw D, Elharrak M, Jallow DB, Sahle M, Maan N, Mertens PC, Maan S (2012). Equine Encephalosis Virus: Evidence for Circulation beyond Southern Africa. _Epidemiology and Infection_, *140*(11), 1982-1986. ISSN 09502688, doi: 10.1017/S0950268811002688."
